CommonName,Long_1,Fire_K,Seed_2,Snow_K,WL__6,Poll_Abiotic,Disp_Wind,Disp_Invert_ext_,Glycophyte
sp0557,0,0,0,0,0,1,0,0,0
sp0558,0,0,1,0,0,0,1,0,0
sp0559,0,0,0,0,0,0,0,1,0
sp0560,0,0,1,0,0,0,1,0,0
sp0561,0,0,0,0,0,0,0,1,0
sp0562,1,1,0,1,1,0,0,0,0
sp0563,0,0,0,1,0,1,0,0,0
sp0564,0,0,0,0,1,0,0,1,0
sp0565,0,1,0,0,1,0,0,1,1
sp0566,0,0,0,1,0,0,0,0,0
sp0567,0,0,1,0,0,0,1,0,0
sp0568,1,1,0,1,0,0,1,0,0
sp0569,0,0,0,1,0,0,0,1,0
sp0570,0,0,0,0,0,0,0,0,0
sp0571,0,0,1,0,1,0,1,0,0
sp0572,0,0,1,0,0,1,1,0,0
sp0573,0,0,0,1,0,1,0,0,0
sp0574,0,0,0,1,1,1,0,0,0
sp0575,0,1,1,0,0,0,1,0,0
sp0576,0,0,0,1,0,0,0,1,0
sp0577,0,0,1,1,0,0,0,1,0
sp0578,0,0,0,1,1,0,0,1,0
sp0579,1,1,0,0,0,0,0,1,0
sp0580,0,0,0,1,0,1,0,0,0
sp0581,1,1,0,1,0,0,0,0,0
sp0582,0,1,0,0,0,0,0,1,0
sp0583,1,1,0,1,1,1,1,0,0
sp0584,0,1,0,0,1,1,0,1,0
sp0585,0,1,0,1,0,0,0,0,0
sp0586,0,0,0,0,0,0,1,0,0
sp0587,0,0,0,1,1,0,1,0,0
sp0588,0,0,0,1,1,0,1,0,0
sp0589,0,1,0,0,0,0,0,0,0
sp0590,0,1,0,0,0,0,0,1,1
sp0591,0,0,0,0,0,0,0,0,1
sp0592,0,0,1,0,0,0,0,0,0
sp0593,0,0,1,0,0,0,1,0,0
sp0594,0,0,1,0,0,1,0,0,0
sp0595,0,0,1,0,1,0,1,0,0
sp0596,1,1,0,1,0,0,1,0,0
sp0597,0,0,1,1,0,0,0,0,0
sp0598,0,0,0,0,0,0,0,0,0
sp0599,0,0,1,0,0,0,1,0,1
sp0600,0,0,1,0,0,0,0,1,0
sp0601,1,1,0,1,0,0,1,0,0
sp0602,1,1,0,1,0,0,1,0,0
sp0603,1,1,0,1,0,0,0,1,0
sp0604,0,0,0,1,0,1,0,0,0
sp0605,0,0,0,1,0,0,0,0,0
sp0606,1,1,1,1,0,0,0,0,0
sp0607,0,0,1,0,0,0,1,0,0
sp0608,0,0,0,1,0,0,0,1,0
sp0609,0,0,1,0,0,0,0,1,1
sp0610,0,1,0,0,0,0,0,0,0
sp0611,0,0,0,0,0,0,0,1,1
sp0612,0,0,1,0,1,0,1,0,0
sp0613,0,0,0,1,0,0,1,0,0
sp0614,0,0,1,0,0,0,0,0,0
sp0615,0,0,1,1,0,0,1,0,0
sp0616,1,1,0,1,0,0,1,0,0
sp0617,1,1,0,1,0,0,0,1,1
sp0618,0,0,1,0,1,0,1,0,1
sp0619,1,1,0,1,0,0,0,0,0
sp0620,0,0,0,1,0,0,0,0,0
sp0621,1,1,0,0,0,0,1,0,0
sp0622,0,0,0,0,0,0,0,1,0
sp0623,1,1,0,1,0,0,0,0,0
sp0624,0,0,1,1,0,0,1,0,0
sp0625,0,0,1,0,0,0,1,0,0
sp0626,0,0,1,0,0,0,1,0,0
sp0627,1,1,0,0,0,0,1,0,0
sp0628,0,0,1,0,0,0,1,0,0
sp0629,0,1,0,1,0,0,0,1,0
sp0630,0,0,1,0,0,0,1,0,0
sp0631,0,0,1,0,0,0,1,0,0
sp0632,0,0,1,0,0,0,1,0,0
sp0633,0,1,1,1,0,0,1,0,1
sp0634,0,0,1,0,0,0,1,0,0
sp0635,0,0,0,1,0,1,0,1,0
sp0636,0,0,0,1,0,0,0,1,1
sp0637,0,1,0,0,0,0,0,0,0
sp0638,0,0,1,0,0,0,1,0,0
sp0639,0,0,1,1,0,0,1,0,0
sp0640,1,1,0,1,0,0,1,0,0
sp0641,0,0,0,0,0,0,0,1,0
sp0642,0,0,0,1,0,0,0,1,0
sp0643,0,1,0,0,0,0,0,0,0
sp0644,1,1,0,1,0,1,1,0,0
sp0645,0,0,1,0,1,0,0,0,0
sp0646,1,1,0,1,0,0,0,0,0
sp0647,0,1,0,1,0,1,1,0,0
sp0648,0,0,0,0,0,0,0,0,0
sp0649,0,0,0,0,0,0,0,1,0
sp0650,0,0,1,0,0,0,1,0,0
sp0651,0,0,0,1,1,0,0,0,0
sp0652,1,1,1,0,1,1,1,0,0
sp0653,0,0,1,0,0,0,1,0,0
sp0654,0,0,0,0,0,0,0,0,1
sp0655,0,1,0,0,0,0,1,0,0
sp0656,0,0,1,0,0,0,1,0,0
sp0657,0,0,0,0,0,0,0,0,0
sp0658,0,1,0,1,0,0,0,0,0
sp0659,1,1,0,1,0,0,0,1,0
sp0660,0,0,0,0,0,0,0,0,0
sp0661,1,1,0,1,0,0,1,0,0
sp0662,0,0,0,1,0,0,0,0,0
sp0663,1,1,0,1,0,0,0,0,0
sp0664,1,1,0,1,0,0,1,0,0
sp0665,0,0,1,0,0,0,1,0,0
sp0666,0,0,0,1,0,0,0,0,0
sp0667,0,0,0,0,0,0,0,0,0
sp0668,1,1,1,0,0,0,0,1,0
sp0669,0,1,0,0,0,1,0,0,0
sp0670,1,1,1,1,0,0,0,1,0
sp0671,0,0,1,1,0,0,1,0,1
sp0672,0,0,1,0,0,0,1,0,0
sp0673,0,1,0,1,0,0,0,0,0
sp0674,0,0,1,0,0,0,1,0,0
sp0675,0,0,0,1,0,0,0,0,0
sp0676,0,0,0,1,0,0,1,0,0
sp0677,0,0,0,0,0,1,0,0,0
sp0678,0,1,0,0,0,0,0,0,0
sp0679,1,1,0,1,0,1,0,0,0
sp0680,0,0,1,1,0,0,1,0,0
sp0681,0,0,0,1,0,0,0,1,0
sp0682,0,0,0,0,0,0,0,0,0
sp0683,0,0,1,0,1,0,0,0,0
sp0684,1,1,0,1,0,0,0,1,0
sp0685,0,0,1,1,0,0,1,0,0
sp0686,0,0,0,1,0,1,0,0,0
sp0687,0,1,1,0,1,0,1,0,0
sp0688,0,0,1,1,0,0,0,1,0
sp0689,0,1,0,0,0,0,1,0,0
sp0690,0,1,0,0,0,0,0,1,1
sp0691,0,1,1,0,0,0,0,0,0
sp0692,0,1,1,1,0,0,1,0,1
sp0693,0,0,0,0,0,0,0,0,0
sp0694,0,0,1,0,0,0,1,0,0
sp0695,0,0,0,1,0,0,0,1,1
sp0696,0,1,0,1,0,0,0,1,1
sp0697,0,0,0,0,0,0,0,0,0
sp0698,0,0,0,0,0,0,0,0,0
sp0699,0,0,0,0,0,0,0,0,0
sp0700,1,1,0,0,0,0,0,0,1
sp0701,0,1,0,0,0,0,1,0,0
sp0702,0,0,0,0,0,1,0,1,0
sp0703,0,1,0,0,1,1,0,0,0
sp0704,0,1,1,1,1,0,0,0,0
sp0705,0,0,0,0,0,0,0,1,0
sp0706,0,0,0,0,1,0,0,0,0
sp0707,0,1,0,0,0,0,0,1,0
sp0708,0,0,1,1,0,0,1,0,0
sp0709,0,0,1,1,0,0,0,0,0
sp0710,0,0,1,1,0,0,1,0,0
sp0711,0,0,1,0,0,0,1,0,0
sp0712,0,0,1,0,0,1,0,0,0
sp0713,1,1,0,1,1,0,0,0,0
sp0714,0,0,0,1,1,0,0,1,0
sp0715,0,0,0,0,1,0,0,1,0
sp0716,0,1,0,1,1,0,0,1,0
sp0717,0,0,0,1,0,0,0,1,0
sp0718,1,1,0,1,0,0,0,1,0
sp0719,0,0,0,1,0,0,0,1,0
sp0720,1,1,0,1,0,0,1,0,0
sp0721,1,1,0,1,0,0,1,0,0
sp0722,0,0,0,1,0,0,0,1,0
sp0723,0,1,0,1,0,0,0,0,0
sp0724,0,0,0,0,0,0,1,0,0
sp0725,0,1,0,0,0,0,1,0,0
sp0726,0,0,1,0,0,0,1,0,0
sp0727,0,0,1,1,0,0,1,0,0
sp0728,1,1,0,1,0,0,0,0,0
sp0729,0,0,1,0,0,0,1,0,0
sp0730,0,0,0,0,0,0,0,1,1
sp0731,0,0,0,0,0,0,1,0,0
sp0732,0,0,1,0,0,0,1,0,0
sp0733,0,0,1,1,0,0,1,0,0
sp0734,0,0,0,0,0,0,0,1,1
sp0735,0,0,0,0,1,1,0,1,0
sp0736,0,0,1,1,0,0,0,1,0
sp0737,0,1,1,0,1,0,0,1,0
sp0738,0,0,1,1,0,1,0,0,0
sp0739,0,1,0,1,0,1,0,1,1
sp0740,1,1,0,0,0,1,0,1,0
sp0741,0,1,0,0,0,0,0,0,0
sp0742,0,0,0,0,0,1,0,0,0
sp0743,0,0,0,0,0,1,0,1,1
sp0744,0,0,0,0,0,0,0,0,0
sp0745,0,0,1,0,1,0,1,0,0
sp0746,0,0,1,0,0,0,1,0,0
sp0747,0,0,0,0,0,1,0,0,0
sp0748,0,0,1,1,0,0,0,1,0
sp0749,0,1,0,1,0,0,1,0,0
sp0750,0,0,0,0,1,0,0,0,0
sp0751,0,0,0,0,0,0,1,0,1
sp0752,0,0,1,0,1,0,0,1,0
sp0753,0,0,0,1,0,0,1,0,0
sp0754,0,0,0,0,0,0,0,1,0
sp0755,0,0,0,1,1,0,0,0,0
sp0756,0,0,0,1,0,1,0,0,0
sp0757,0,0,1,0,0,0,1,0,0
sp0758,1,1,0,1,0,0,0,1,0
sp0759,0,1,0,1,0,0,1,0,0
sp0760,0,0,0,1,0,0,0,1,0
sp0761,0,0,1,0,0,0,1,0,0
sp0762,0,0,0,0,0,0,0,1,1
sp0763,0,0,1,0,1,0,1,0,1
sp0764,0,0,1,0,0,0,1,0,0
sp0765,1,1,0,0,0,0,1,0,0
sp0766,0,0,1,0,1,0,1,0,0
sp0767,1,1,1,0,0,1,1,0,0
sp0768,0,0,0,1,0,0,0,1,0
sp0769,0,0,0,1,0,0,0,1,0
sp0770,0,0,1,0,1,0,1,0,1
sp0771,0,0,0,1,0,0,0,0,0
sp0772,0,0,0,0,1,0,0,0,1
sp0773,0,0,1,0,0,0,0,1,1
sp0774,0,0,1,0,1,0,1,0,1
sp0775,0,0,0,1,0,0,0,0,0
sp0776,0,1,0,0,0,0,1,0,0
sp0777,0,0,1,0,1,0,1,0,1
sp0778,0,0,1,0,1,0,0,0,1
sp0779,0,0,1,0,0,0,1,0,0
sp0780,0,1,0,1,0,1,1,0,0
sp0781,0,0,1,0,0,0,1,0,0
sp0782,0,1,0,1,1,0,0,1,0
sp0783,0,0,1,0,0,0,0,1,1
sp0784,0,0,0,0,0,0,0,0,0
sp0785,1,1,0,1,0,1,0,0,0
sp0786,1,1,0,1,1,0,0,1,0
sp0787,1,1,0,1,0,0,0,1,0
sp0788,0,0,0,1,0,0,1,0,0
sp0789,0,0,0,0,0,1,0,0,0
sp0790,0,1,0,0,0,0,1,0,0
sp0791,0,0,1,0,0,0,0,1,0
sp0792,0,0,0,0,1,0,0,1,0
sp0793,0,0,1,0,0,0,1,0,0
sp0794,1,1,0,1,1,0,1,0,0
sp0795,0,0,0,0,1,0,0,0,0
sp0796,0,0,1,1,1,0,1,0,0
sp0797,0,0,1,0,1,0,0,1,0
sp0798,0,0,0,1,0,0,0,0,0
sp0799,0,0,1,0,1,0,1,0,0
sp0800,0,0,1,0,1,0,0,1,0
sp0801,0,0,0,1,0,0,0,0,0
sp0802,0,0,1,1,0,0,1,0,0
sp0803,0,0,0,1,0,0,0,1,1
sp0804,0,0,1,0,1,0,1,0,1
sp0805,0,0,1,0,0,0,0,0,0
sp0806,0,0,0,0,0,0,0,1,1
sp0807,1,1,0,0,0,0,0,0,0
sp0808,0,0,1,0,0,0,1,0,0
sp0809,0,0,0,1,0,0,1,0,0
sp0810,0,0,0,0,0,0,0,0,1
sp0811,1,1,0,1,1,0,0,0,1
sp0812,0,0,0,0,0,0,0,1,0
sp0813,0,1,0,1,0,1,0,0,0
sp0814,0,1,0,1,0,0,0,0,0
sp0815,0,1,0,1,1,0,0,0,0
sp0816,1,1,0,1,0,0,0,1,0
sp0817,0,1,0,0,1,0,0,0,0
sp0818,0,1,0,1,0,0,0,1,0
sp0819,0,1,0,1,0,0,0,0,0
sp0820,0,0,0,1,0,1,0,0,0
sp0821,0,1,0,1,0,0,0,1,0
sp0822,0,1,0,1,0,1,0,1,0
sp0823,0,0,0,1,0,0,1,0,0
sp0824,0,0,1,1,0,0,0,0,0
sp0825,0,0,1,0,0,0,1,0,1
sp0826,1,1,0,1,0,0,0,0,0
sp0827,0,0,1,0,0,0,1,0,0
sp0828,0,0,1,1,0,0,1,0,0
sp0829,1,1,0,1,0,0,0,0,0
sp0830,1,1,0,0,1,0,0,0,0
sp0831,0,0,0,1,0,0,0,0,0
sp0832,0,0,1,0,0,0,1,0,0
sp0833,0,1,0,0,1,0,0,0,0
sp0834,1,1,0,1,0,0,0,1,0
sp0835,0,0,1,1,0,0,1,0,0
sp0836,1,1,1,0,0,0,0,1,0
sp0837,1,1,0,0,0,0,0,1,0
sp0838,1,1,0,0,0,0,1,0,0
sp0839,0,0,0,0,0,0,0,0,0
sp0840,0,0,1,1,0,0,1,0,0
sp0841,0,1,0,1,0,1,1,0,0
sp0842,0,0,0,1,0,0,0,0,0
sp0843,0,1,0,0,0,1,0,1,1
sp0844,0,0,1,1,1,0,1,0,0
sp0845,0,0,1,1,0,0,1,0,0
sp0846,0,0,1,0,0,0,0,1,1
sp0847,0,1,0,1,1,1,0,0,0
sp0848,0,0,1,0,1,0,0,0,0
sp0849,0,1,1,1,0,0,1,0,1
sp0850,1,1,0,0,0,0,0,0,1
sp0851,0,0,1,0,0,0,0,0,0
sp0852,0,0,1,1,0,0,1,0,1
sp0853,1,1,0,0,0,0,1,0,0
sp0854,1,1,0,1,0,0,0,0,0
sp0855,0,0,0,1,1,0,0,0,0
sp0856,0,0,1,0,0,0,1,0,0
sp0857,0,0,0,1,0,1,0,0,0
sp0858,0,0,1,0,0,0,0,1,0
sp0859,1,1,0,1,0,0,1,0,0
sp0860,0,1,1,0,1,0,1,0,0
sp0861,0,0,1,0,0,0,0,1,1
sp0862,0,0,1,0,0,0,0,0,0
sp0863,0,0,1,0,1,0,1,0,1
sp0864,0,0,0,0,1,0,0,1,0
sp0865,0,0,0,0,1,0,0,0,0
sp0866,0,1,0,0,0,1,0,1,1
sp0867,1,1,1,1,0,0,1,0,0
sp0868,0,0,0,0,0,0,0,0,0
sp0869,1,1,0,0,0,0,1,0,0
sp0870,0,0,1,1,0,0,0,1,1
sp0871,0,0,0,0,0,0,0,0,0
sp0872,0,0,0,0,0,0,0,0,1
sp0873,1,1,0,0,0,0,0,1,1
sp0874,0,0,0,1,1,0,0,1,0
sp0875,0,1,0,1,0,1,1,0,0
sp0876,0,0,0,1,0,0,0,0,0
sp0877,0,0,1,1,0,0,1,0,0
sp0878,1,1,0,0,0,0,0,0,0
sp0879,0,0,1,0,0,0,0,1,0
sp0880,0,0,0,0,1,0,0,0,0
sp0881,0,0,1,0,0,0,1,0,0
sp0882,0,0,0,0,0,0,0,1,0
sp0883,0,1,0,1,0,1,1,0,0
sp0884,1,1,0,1,0,0,0,0,0
sp0885,1,1,1,0,0,1,1,0,0
sp0886,1,1,0,1,0,0,0,0,0
sp0887,0,0,0,1,0,0,0,1,0
sp0888,0,1,0,0,0,1,0,1,1
sp0889,0,1,0,1,1,0,0,0,0
sp0890,0,1,0,1,0,1,1,0,0
sp0891,1,1,0,1,0,0,0,0,0
sp0892,0,0,1,0,0,0,0,1,0
sp0893,0,0,1,1,0,0,1,0,0
sp0894,0,0,0,1,0,0,1,0,0
sp0895,0,0,1,0,1,1,1,0,1
sp0896,0,0,1,1,0,0,0,0,0
sp0897,1,1,1,1,0,1,1,0,0
sp0898,0,0,0,1,0,0,1,0,0
sp0899,0,0,0,1,0,0,0,1,1
sp0900,0,1,0,0,1,0,1,0,1
sp0901,0,0,1,1,0,0,0,0,0
sp0902,1,1,0,1,0,1,0,1,0
sp0903,0,0,0,0,0,0,1,0,0
sp0904,1,1,0,1,0,0,1,0,0
sp0905,0,1,0,1,0,0,1,0,0
sp0906,1,1,0,1,0,0,0,1,0
sp0907,0,0,0,1,1,0,1,0,0
sp0908,0,0,1,0,0,0,0,1,1
sp0909,0,1,0,0,0,0,1,0,0
sp0910,0,0,0,0,0,0,0,0,0
sp0911,1,1,0,1,0,0,1,0,0
sp0912,0,0,0,0,0,0,0,0,0
sp0913,0,0,1,1,0,0,1,0,0
sp0914,0,0,1,1,0,0,1,0,0
sp0915,0,0,1,0,0,0,1,0,0
sp0916,0,0,1,1,0,0,1,0,0
sp0917,0,0,1,0,1,0,1,0,1
sp0918,0,0,0,1,0,0,0,0,0
sp0919,0,0,0,0,1,0,0,0,0
sp0920,0,1,1,0,0,1,1,0,0
sp0921,0,0,1,0,1,0,0,0,0
sp0922,0,0,1,1,0,0,0,0,0
sp0923,0,0,1,0,1,0,0,1,0
sp0924,0,0,0,0,1,0,1,0,0
sp0925,0,0,0,0,1,0,0,1,0
sp0926,0,0,0,0,0,0,0,1,0
sp0927,0,0,1,1,0,0,1,0,0
sp0928,0,0,0,1,0,0,0,0,0
sp0929,0,0,0,0,1,0,0,0,0
sp0930,0,0,1,1,1,0,1,0,0
sp0931,0,0,1,1,1,0,1,0,0
sp0932,0,0,0,1,1,1,0,1,0
sp0933,0,0,0,1,0,1,0,0,1
sp0934,0,0,1,1,0,0,0,0,1
sp0935,0,0,0,0,0,0,0,0,0
sp0936,0,0,0,0,0,0,0,1,1
sp0937,0,0,1,0,0,0,1,0,0
sp0938,1,1,0,1,0,0,0,0,0
sp0939,0,1,0,0,0,0,0,0,0
sp0940,0,0,0,0,0,0,0,0,1
sp0941,0,0,1,0,1,0,1,0,0
sp0942,0,0,0,1,0,0,0,0,0
sp0943,1,1,0,0,1,0,0,0,1
sp0944,0,1,0,0,1,0,0,0,1
sp0945,0,0,0,0,0,0,0,1,0
sp0946,0,1,1,0,0,0,0,1,0
sp0947,1,1,0,1,0,0,1,0,0
sp0948,0,0,1,0,0,0,1,0,0
sp0949,0,0,1,1,0,0,1,0,0
sp0950,1,1,0,0,0,0,0,1,0
sp0951,0,0,0,1,0,0,0,1,1
sp0952,0,0,1,0,0,0,1,0,1
sp0953,0,0,0,0,0,1,0,1,1
sp0954,0,0,1,0,0,0,1,0,0
sp0955,0,0,0,0,0,0,0,1,1
sp0956,0,0,1,0,0,0,0,0,0
sp0957,0,1,0,1,1,0,0,0,0
sp0958,0,1,0,1,0,0,1,0,0
sp0959,0,1,1,1,0,0,1,0,1
sp0960,0,0,0,1,0,0,0,0,0
sp0961,0,0,1,1,0,1,0,0,0
sp0962,0,0,0,0,1,0,1,0,0
sp0963,0,0,1,1,0,0,1,0,0
sp0964,0,0,0,0,0,0,0,0,0
sp0965,0,1,0,1,0,1,0,0,0
sp0966,0,0,1,1,0,0,1,0,0
sp0967,0,0,0,0,0,0,0,0,1
sp0968,0,1,1,1,0,0,0,0,0
sp0969,0,0,0,1,0,0,0,0,0
sp0970,1,1,1,1,0,0,0,1,0
sp0971,0,0,1,0,0,0,0,0,1
sp0972,1,1,0,1,0,1,0,0,0
sp0973,0,0,0,0,1,0,0,1,0
sp0974,0,0,1,0,1,0,0,0,1
sp0975,0,0,1,0,0,0,1,0,0
sp0976,0,1,0,0,0,0,0,0,0
sp0977,0,0,0,1,0,0,0,0,0
sp0978,1,1,0,0,0,0,1,0,0
sp0979,1,1,0,0,0,0,1,0,0
sp0980,0,1,1,0,0,0,0,1,0
sp0981,0,1,1,0,0,0,0,0,0
sp0982,0,0,1,0,0,0,1,0,0
sp0983,0,0,0,1,0,0,0,1,0
sp0984,0,0,1,0,1,0,1,0,0
sp0985,1,1,0,1,0,0,0,1,0
sp0986,0,0,1,1,0,0,1,0,0
sp0987,1,1,0,1,0,1,0,0,1
sp0988,0,0,1,0,0,0,0,0,0
sp0989,1,1,0,1,0,0,0,1,1
sp0990,0,0,0,0,0,0,0,1,1
sp0991,1,1,0,0,1,1,0,0,0
sp0992,1,1,0,1,0,0,1,0,0
sp0993,1,1,0,1,0,1,0,1,0
sp0994,0,0,0,0,0,0,0,0,0
sp0995,0,0,0,0,0,0,0,1,0
sp0996,0,0,0,1,1,1,0,0,0
sp0997,0,0,1,0,0,0,0,0,1
sp0998,1,1,1,1,0,0,0,1,0
sp0999,0,0,1,0,0,0,1,0,0
sp1000,1,1,1,1,0,1,0,0,0
sp1001,0,1,0,0,1,1,0,0,1
sp1002,0,0,0,0,0,0,0,1,0
sp1003,0,0,0,1,0,0,0,0,0
sp1004,0,0,1,0,1,0,0,1,0
sp1005,0,1,0,0,0,1,0,1,1
sp1006,0,0,0,0,0,0,0,0,0
sp1007,1,1,0,0,0,0,0,1,0
sp1008,0,0,0,0,0,0,0,0,0
sp1009,0,0,0,1,0,0,0,1,0
sp1010,0,0,0,1,0,0,0,1,0
sp1011,0,1,0,0,0,1,0,1,1
sp1012,0,0,0,1,0,0,1,0,0
sp1013,0,0,1,1,0,0,1,0,0
sp1014,0,1,1,1,0,1,1,0,1
sp1015,0,0,1,1,0,0,1,0,0
sp1016,0,0,0,0,0,1,0,0,0
sp1017,0,0,1,0,0,0,1,0,1
sp1018,0,0,0,0,0,0,0,0,0
sp1019,0,1,1,1,0,0,0,1,0
sp1020,0,1,0,0,0,0,0,1,0
sp1021,0,0,0,0,0,0,1,0,0
sp1022,0,0,0,0,0,1,0,0,0
sp1023,0,0,0,1,0,0,0,1,0
sp1024,0,0,0,1,0,0,0,1,0
sp1025,0,0,0,0,0,0,0,1,1
sp1026,0,0,0,0,0,0,0,0,0
sp1027,0,1,1,0,0,0,1,0,0
sp1028,0,0,0,1,1,0,0,1,0
sp1029,0,0,0,0,0,1,0,1,0
sp1030,0,0,0,0,0,1,0,0,0
sp1031,0,0,1,1,0,0,1,0,0
sp1032,0,1,0,1,0,0,0,0,0
sp1033,0,0,0,0,0,1,0,0,0
sp1034,0,0,1,0,0,0,1,0,0
sp1035,0,1,1,0,1,0,1,0,0
sp1036,0,1,0,1,0,0,0,1,0
sp1037,0,0,0,0,0,0,0,0,0
sp1038,0,0,0,0,0,0,1,0,0
sp1039,1,1,0,1,0,0,1,0,0
sp1040,0,0,1,0,0,0,1,0,0
sp1041,0,0,0,0,0,0,0,0,1
sp1042,1,1,0,1,0,0,0,0,0
sp1043,1,1,0,0,1,0,0,0,0
sp1044,0,0,0,0,0,0,0,0,0
sp1045,0,0,1,1,1,0,0,0,0
sp1046,1,1,0,0,0,0,0,0,0
sp1047,0,1,0,1,0,0,0,0,0
sp1048,0,0,1,1,0,0,0,0,0
sp1049,0,0,0,1,0,0,0,0,0
sp1050,0,0,0,0,1,0,0,1,0
sp1051,1,1,0,0,0,0,0,0,0
sp1052,0,0,0,1,0,0,0,0,0
sp1053,0,0,1,0,0,0,1,0,0
sp1054,0,0,0,0,0,0,0,1,0
sp1055,1,1,1,0,0,0,0,1,0
sp1056,0,0,1,1,0,0,0,1,0
sp1057,0,0,1,1,0,0,1,0,0
sp1058,0,0,1,0,1,0,0,1,0
sp1059,1,1,0,1,0,0,0,1,0
sp1060,0,0,1,0,0,0,1,0,0
sp1061,0,0,1,1,0,0,1,0,0
sp1062,1,1,0,1,0,1,0,0,0
sp1063,0,0,1,0,1,0,1,0,1
sp1064,0,0,1,0,0,0,0,0,0
sp1065,0,1,1,0,0,0,1,0,0
sp1066,0,0,1,1,0,0,1,0,0
sp1067,0,0,0,0,0,0,0,0,0
sp1068,1,1,0,1,0,0,0,0,0
sp1069,1,1,0,1,1,0,0,1,0
sp1070,0,1,1,0,0,0,1,0,1
sp1071,1,1,0,1,0,0,1,0,0
sp1072,0,0,0,1,0,0,0,1,0
sp1073,0,0,1,1,0,0,1,0,0
sp1074,0,0,1,1,0,0,1,0,0
sp1075,0,0,1,0,1,0,0,1,0
sp1076,0,1,0,1,0,0,1,0,0
sp1077,1,1,0,1,0,0,0,0,0
sp1078,1,1,0,0,1,1,0,0,0
sp1079,0,0,0,1,0,1,0,1,0
sp1080,1,1,0,1,0,0,0,0,0
sp1081,1,1,0,1,0,0,0,0,0
sp1082,1,1,0,1,0,0,0,0,0
sp1083,0,0,1,0,0,0,1,0,0
sp1084,0,0,0,0,0,1,1,0,0
sp1085,1,1,0,1,0,0,0,1,0
sp1086,1,1,1,1,0,0,1,0,0
sp1087,0,0,0,1,1,0,0,1,1
sp1088,0,0,1,0,0,0,1,0,0
sp1089,0,0,1,1,0,0,0,1,0
sp1090,0,1,0,1,0,1,0,0,0
sp1091,1,1,0,0,0,0,0,0,0
sp1092,0,0,0,1,0,0,1,0,0
sp1093,0,0,0,0,0,0,0,0,0
sp1094,0,0,0,1,0,0,0,1,0
sp1095,1,1,0,1,0,0,0,0,0
sp1096,0,0,1,0,0,0,1,0,0
sp1097,0,0,1,1,0,0,1,0,0
sp1098,0,0,0,1,0,0,1,0,0
sp1099,0,0,0,1,0,0,0,0,0
sp1100,0,0,1,1,1,0,0,0,1
sp1101,1,1,0,1,0,0,0,1,0
sp1102,0,1,0,1,0,0,1,0,0
sp1103,0,0,1,0,0,0,1,0,0
sp1104,0,1,1,1,0,0,0,1,0
sp1105,0,1,0,0,0,0,0,0,0
sp1106,0,1,0,0,0,0,0,0,0
sp1107,0,0,1,0,0,0,1,0,0
sp1108,0,0,1,1,1,0,1,0,0
sp1109,1,1,1,0,0,0,0,1,0
sp1110,0,0,0,0,0,0,0,0,1
sp1111,0,0,0,0,1,0,0,0,0
sp1112,1,1,0,0,0,0,0,1,0
sp1113,0,0,1,0,0,0,0,0,0
sp1114,0,0,0,1,0,0,0,0,0
sp1115,0,0,0,1,0,0,0,1,0
sp1116,0,0,0,0,0,0,0,0,0
